83.73,83.73,44.84
83.73,94.2,34.68
83.73,104.67,25.18
83.73,115.13,16.77
83.73,125.6,9.8
83.73,136.07,4.6
83.73,146.53,1.37
83.73,157,0.27
83.73,167.47,1.34
83.73,177.93,4.53
83.73,188.4,9.71
83.73,198.87,16.65
83.73,209.33,25.04
83.73,219.8,34.53
83.73,230.27,44.69
83.73,240.73,55.08
83.73,251.2,65.25
83.73,261.67,74.75
83.73,272.13,83.17
83.73,282.6,90.15
83.73,293.07,95.37
83.73,303.53,98.61
83.73,314,99.73
94.2,0,97.57
94.2,10.47,96.53
94.2,20.93,93.46
94.2,31.4,88.49
94.2,41.87,81.84
94.2,52.33,73.81
94.2,62.8,64.73
94.2,73.27,55.01
94.2,83.73,45.07
94.2,94.2,35.34
94.2,104.67,26.26
94.2,115.13,18.21
94.2,125.6,11.55
94.2,136.07,6.57
94.2,146.53,3.49
94.2,157,2.43
94.2,167.47,3.46
94.2,177.93,6.51
94.2,188.4,11.46
94.2,198.87,18.1
94.2,209.33,26.13
94.2,219.8,35.2
94.2,230.27,44.92
94.2,240.73,54.86
94.2,251.2,64.58
94.2,261.67,73.67
94.2,272.13,81.73
94.2,282.6,88.4
94.2,293.07,93.4
94.2,303.53,96.5
94.2,314,97.57
104.67,0,93.33
104.67,10.47,92.38
104.67,20.93,89.59
104.67,31.4,85.06
104.67,41.87,79.01
104.67,52.33,71.68
104.67,62.8,63.42
104.67,73.27,54.56
104.67,83.73,45.51
104.67,94.2,36.65
104.67,104.67,28.38
104.67,115.13,21.05
104.67,125.6,14.98
104.67,136.07,10.44
104.67,146.53,7.63
104.67,157,6.67
104.67,167.47,7.6
104.67,177.93,10.39
104.67,188.4,14.9
104.67,198.87,20.94
104.67,209.33,28.26
104.67,219.8,36.52
104.67,230.27,45.37
104.67,240.73,54.42
104.67,251.2,63.28
104.67,261.67,71.56
104.67,272.13,78.9
104.67,282.6,84.98
104.67,293.07,89.53
104.67,303.53,92.35
104.67,314,93.33
115.13,0,87.2
115.13,10.47,86.38
115.13,20.93,83.98
115.13,31.4,80.1
115.13,41.87,74.9
115.13,52.33,68.62
115.13,62.8,61.52
115.13,73.27,53.92
115.13,83.73,46.14
115.13,94.2,38.54
115.13,104.67,31.44
115.13,115.13,25.14
115.13,125.6,19.94
115.13,136.07,16.04
115.13,146.53,13.63
115.13,157,12.8
115.13,167.47,13.6
115.13,177.93,15.99
115.13,188.4,19.87
115.13,198.87,25.06
115.13,209.33,31.33
115.13,219.8,38.43
115.13,230.27,46.03
115.13,240.73,53.8
115.13,251.2,61.4
115.13,261.67,68.51
115.13,272.13,74.81
115.13,282.6,80.03
115.13,293.07,83.94
115.13,303.53,86.36
115.13,314,87.2
125.6,0,79.44
125.6,10.47,78.8
125.6,20.93,76.9
125.6,31.4,73.82
125.6,41.87,69.71
125.6,52.33,64.73
125.6,62.8,59.12
125.6,73.27,53.1
125.6,83.73,46.95
125.6,94.2,40.93
125.6,104.67,35.31
125.6,115.13,30.33
125.6,125.6,26.2
125.6,136.07,23.12
125.6,146.53,21.21
125.6,157,20.56
125.6,167.47,21.19
125.6,177.93,23.08
125.6,188.4,26.15
125.6,198.87,30.26
125.6,209.33,35.23
125.6,219.8,40.84
125.6,230.27,46.85
125.6,240.73,53.01
125.6,251.2,59.03
125.6,261.67,64.65
125.6,272.13,69.64
125.6,282.6,73.77
125.6,293.07,76.86
125.6,303.53,78.78
125.6,314,79.44
136.07,0,70.4
136.07,10.47,69.95
136.07,20.93,68.64
136.07,31.4,66.51
136.07,41.87,63.66
136.07,52.33,60.21
136.07,62.8,56.32
136.07,73.27,52.15
136.07,83.73,47.88
136.07,94.2,43.71
136.07,104.67,39.82
136.07,115.13,36.37
136.07,125.6,33.51
136.07,136.07,31.38
136.07,146.53,30.05
136.07,157,29.6
136.07,167.47,30.04
136.07,177.93,31.35
136.07,188.4,33.47
136.07,198.87,36.32
136.07,209.33,39.76
136.07,219.8,43.65
136.07,230.27,47.82
136.07,240.73,52.08
136.07,251.2,56.25
136.07,261.67,60.15
136.07,272.13,63.61
136.07,282.6,66.47
136.07,293.07,68.61
136.07,303.53,69.94
136.07,314,70.4
146.53,0,60.47
146.53,10.47,60.24
146.53,20.93,59.56
146.53,31.4,58.47
146.53,41.87,57.01
146.53,52.33,55.24
146.53,62.8,53.24
146.53,73.27,51.1
146.53,83.73,48.91
146.53,94.2,46.77
146.53,104.67,44.78
146.53,115.13,43
146.53,125.6,41.54
146.53,136.07,40.44
146.53,146.53,39.76
146.53,157,39.53
146.53,167.47,39.76
146.53,177.93,40.43
146.53,188.4,41.52
146.53,198.87,42.98
146.53,209.33,44.75
146.53,219.8,46.74
146.53,230.27,48.88
146.53,240.73,51.07
146.53,251.2,53.21
146.53,261.67,55.21
146.53,272.13,56.98
146.53,282.6,58.45
146.53,293.07,59.55
146.53,303.53,60.23
146.53,314,60.47
157,0,50.08
157,10.47,50.08
157,20.93,50.07
157,31.4,50.06
157,41.87,50.05
157,52.33,50.04
157,62.8,50.02
157,73.27,50.01
157,83.73,49.99
157,94.2,49.98
157,104.67,49.96
157,115.13,49.95
157,125.6,49.94
157,136.07,49.93
157,146.53,49.92
157,157,49.92
157,167.47,49.92
157,177.93,49.93
157,188.4,49.94
157,198.87,49.95
157,209.33,49.96
157,219.8,49.98
157,230.27,49.99
157,240.73,50.01
157,251.2,50.02
157,261.67,50.04
157,272.13,50.05
157,282.6,50.06
157,293.07,50.07
157,303.53,50.08
157,314,50.08
167.47,0,39.69
167.47,10.47,39.91
167.47,20.93,40.58
167.47,31.4,41.66
167.47,41.87,43.1
167.47,52.33,44.84
167.47,62.8,46.81
167.47,73.27,48.91
167.47,83.73,51.07
167.47,94.2,53.18
167.47,104.67,55.15
167.47,115.13,56.89
167.47,125.6,58.34
167.47,136.07,59.42
167.47,146.53,60.08
167.47,157,60.31
167.47,167.47,60.09
167.47,177.93,59.43
167.47,188.4,58.35
167.47,198.87,56.92
167.47,209.33,55.18
167.47,219.8,53.21
167.47,230.27,51.1
167.47,240.73,48.95
167.47,251.2,46.84
167.47,261.67,44.87
167.47,272.13,43.12
167.47,282.6,41.67
167.47,293.07,40.59
167.47,303.53,39.92
167.47,314,39.69
177.93,0,29.75
177.93,10.47,30.19
177.93,20.93,31.49
177.93,31.4,33.61
177.93,41.87,36.44
177.93,52.33,39.86
177.93,62.8,43.73
177.93,73.27,47.87
177.93,83.73,52.1
177.93,94.2,56.24
177.93,104.67,60.11
177.93,115.13,63.54
177.93,125.6,66.37
177.93,136.07,68.49
177.93,146.53,69.81
177.93,157,70.25
177.93,167.47,69.82
177.93,177.93,68.52
177.93,188.4,66.41
177.93,198.87,63.58
177.93,209.33,60.16
177.93,219.8,56.3
177.93,230.27,52.16
177.93,240.73,47.93
177.93,251.2,43.79
177.93,261.67,39.92
177.93,272.13,36.49
177.93,282.6,33.65
177.93,293.07,31.52
177.93,303.53,30.2
177.93,314,29.75
188.4,0,20.69
188.4,10.47,21.33
188.4,20.93,23.22
188.4,31.4,26.28
188.4,41.87,30.38
188.4,52.33,35.33
188.4,62.8,40.92
188.4,73.27,46.91
188.4,83.73,53.04
188.4,94.2,59.03
188.4,104.67,64.63
188.4,115.13,69.59
188.4,125.6,73.69
188.4,136.07,76.76
188.4,146.53,78.66
188.4,157,79.31
188.4,167.47,78.68
188.4,177.93,76.8
188.4,188.4,73.75
188.4,198.87,69.66
188.4,209.33,64.71
188.4,219.8,59.12
188.4,230.27,53.13
188.4,240.73,47.01
188.4,251.2,41.01
188.4,261.67,35.41
188.4,272.13,30.45
188.4,282.6,26.34
188.4,293.07,23.26
188.4,303.53,21.35
188.4,314,20.69
198.87,0,12.91
198.87,10.47,13.72
198.87,20.93,16.11
198.87,31.4,19.99
198.87,41.87,25.17
198.87,52.33,31.44
198.87,62.8,38.52
198.87,73.27,46.1
198.87,83.73,53.85
198.87,94.2,61.43
198.87,104.67,68.51
198.87,115.13,74.79
198.87,125.6,79.98
198.87,136.07,83.86
198.87,146.53,86.27
198.87,157,87.09
198.87,167.47,86.29
198.87,177.93,83.91
198.87,188.4,80.05
198.87,198.87,74.87
198.87,209.33,68.61
198.87,219.8,61.54
198.87,230.27,53.96
198.87,240.73,46.21
198.87,251.2,38.63
198.87,261.67,31.54
198.87,272.13,25.26
198.87,282.6,20.06
198.87,293.07,16.16
198.87,303.53,13.74
198.87,314,12.91
209.33,0,6.75
209.33,10.47,7.7
209.33,20.93,10.49
209.33,31.4,15
209.33,41.87,21.05
209.33,52.33,28.36
209.33,62.8,36.61
209.33,73.27,45.45
209.33,83.73,54.48
209.33,94.2,63.33
209.33,104.67,71.58
209.33,115.13,78.9
209.33,125.6,84.96
209.33,136.07,89.48
209.33,146.53,92.29
209.33,157,93.25
209.33,167.47,92.32
209.33,177.93,89.54
209.33,188.4,85.04
209.33,198.87,79
209.33,209.33,71.7
209.33,219.8,63.46
209.33,230.27,54.62
209.33,240.73,45.58
209.33,251.2,36.74
209.33,261.67,28.48
209.33,272.13,21.15
209.33,282.6,15.08
209.33,293.07,10.54
209.33,303.53,7.72
209.33,314,6.75
219.8,0,2.48
219.8,10.47,3.52
219.8,20.93,6.59
219.8,31.4,11.55
219.8,41.87,18.19
219.8,52.33,26.22
219.8,62.8,35.29
219.8,73.27,45
219.8,83.73,54.93
219.8,94.2,64.64
219.8,104.67,73.72
219.8,115.13,81.75
219.8,125.6,88.41
219.8,136.07,93.38
219.8,146.53,96.47
219.8,157,97.52
219.8,167.47,96.5
219.8,177.93,93.44
219.8,188.4,88.5
219.8,198.87,81.87
219.8,209.33,73.85
219.8,219.8,64.78
219.8,230.27,55.08
219.8,240.73,45.15
219.8,251.2,35.43
219.8,261.67,26.35
219.8,272.13,18.3
219.8,282.6,11.64
219.8,293.07,6.65
219.8,303.53,3.55
219.8,314,2.48
230.27,0,0.29
230.27,10.47,1.37
230.27,20.93,4.58
230.27,31.4,9.77
230.27,41.87,16.72
230.27,52.33,25.12
230.27,62.8,34.61
230.27,73.27,44.77
230.27,83.73,55.15
230.27,94.2,65.32
230.27,104.67,74.81
230.27,115.13,83.22
230.27,125.6,90.18
230.27,136.07,95.39
230.27,146.53,98.61
230.27,157,99.71
230.27,167.47,98.64
230.27,177.93,95.45
230.27,188.4,90.28
230.27,198.87,83.34
230.27,209.33,74.95
230.27,219.8,65.47
230.27,230.27,55.31
230.27,240.73,44.92
230.27,251.2,34.76
230.27,261.67,25.26
230.27,272.13,16.84
230.27,282.6,9.86
230.27,293.07,4.64
230.27,303.53,1.4
230.27,314,0.29
240.73,0,0.26
240.73,10.47,1.35
240.73,20.93,4.56
240.73,31.4,9.75
240.73,41.87,16.7
240.73,52.33,25.11
240.73,62.8,34.6
240.73,73.27,44.76
240.73,83.73,55.16
240.73,94.2,65.32
240.73,104.67,74.82
240.73,115.13,83.24
240.73,125.6,90.2
240.73,136.07,95.41
240.73,146.53,98.64
240.73,157,99.74
240.73,167.47,98.67
240.73,177.93,95.48
240.73,188.4,90.3
240.73,198.87,83.36
240.73,209.33,74.96
240.73,219.8,65.48
240.73,230.27,55.31
240.73,240.73,44.92
240.73,251.2,34.75
240.73,261.67,25.25
240.73,272.13,16.82
240.73,282.6,9.84
240.73,293.07,4.62
240.73,303.53,1.38
240.73,314,0.26
251.2,0,2.41
251.2,10.47,3.45
251.2,20.93,6.52
251.2,31.4,11.49
251.2,41.87,18.14
251.2,52.33,26.18
251.2,62.8,35.26
251.2,73.27,44.99
251.2,83.73,54.93
251.2,94.2,64.66
251.2,104.67,73.75
251.2,115.13,81.8
251.2,125.6,88.47
251.2,136.07,93.45
251.2,146.53,96.54
251.2,157,97.59
251.2,167.47,96.57
251.2,177.93,93.51
251.2,188.4,88.56
251.2,198.87,81.92
251.2,209.33,73.88
251.2,219.8,64.81
251.2,230.27,55.09
251.2,240.73,45.14
251.2,251.2,35.41
251.2,261.67,26.31
251.2,272.13,18.25
251.2,282.6,11.58
251.2,293.07,6.58
251.2,303.53,3.48
251.2,314,2.41
261.67,0,6.63
261.67,10.47,7.58
261.67,20.93,10.38
261.67,31.4,14.91
261.67,41.87,20.97
261.67,52.33,28.3
261.67,62.8,36.57
261.67,73.27,45.43
261.67,83.73,54.5
261.67,94.2,63.36
261.67,104.67,71.64
261.67,115.13,78.98
261.67,125.6,85.05
261.67,136.07,89.59
261.67,146.53,92.41
261.67,157,93.37
261.67,167.47,92.44
261.67,177.93,89.65
261.67,188.4,85.13
261.67,198.87,79.08
261.67,209.33,71.76
261.67,219.8,63.49
261.67,230.27,54.63
261.67,240.73,45.57
261.67,251.2,36.7
261.67,261.67,28.42
261.67,272.13,21.07
261.67,282.6,14.99
261.67,293.07,10.43
261.67,303.53,7.61
261.67,314,6.63
272.13,0,12.75
272.13,10.47,13.56
272.13,20.93,15.97
272.13,31.4,19.86
272.13,41.87,25.06
272.13,52.33,31.36
272.13,62.8,38.47
272.13,73.27,46.08
272.13,83.73,53.86
272.13,94.2,61.48
272.13,104.67,68.59
272.13,115.13,74.89
272.13,125.6,80.11
272.13,136.07,84.01
272.13,146.53,86.42
272.13,157,87.25
272.13,167.47,86.45
272.13,177.93,84.06
272.13,188.4,80.18
272.13,198.87,74.98
272.13,209.33,68.69
272.13,219.8,61.59
272.13,230.27,53.98
272.13,240.73,46.2
272.13,251.2,38.58
272.13,261.67,31.46
272.13,272.13,25.15
272.13,282.6,19.93
272.13,293.07,16.02
272.13,303.53,13.59
272.13,314,12.75
282.6,0,20.49
282.6,10.47,21.14
282.6,20.93,23.04
282.6,31.4,26.12
282.6,41.87,30.25
282.6,52.33,35.23
282.6,62.8,40.86
282.6,73.27,46.89
282.6,83.73,53.06
282.6,94.2,59.09
282.6,104.67,64.73
282.6,115.13,69.72
282.6,125.6,73.85
282.6,136.07,76.94
282.6,146.53,78.85
282.6,157,79.51
282.6,167.47,78.87
282.6,177.93,76.98
282.6,188.4,73.9
282.6,198.87,69.79
282.6,209.33,64.81
282.6,219.8,59.18
282.6,230.27,53.15
282.6,240.73,46.99
282.6,251.2,40.95
282.6,261.67,35.32
282.6,272.13,30.32
282.6,282.6,26.18
282.6,293.07,23.08
282.6,303.53,21.16
282.6,314,20.5
293.07,0,29.53
293.07,10.47,29.97
293.07,20.93,31.3
293.07,31.4,33.43
293.07,41.87,36.29
293.07,52.33,39.75
293.07,62.8,43.66
293.07,73.27,47.84
293.07,83.73,52.12
293.07,94.2,56.31
293.07,104.67,60.22
293.07,115.13,63.68
293.07,125.6,66.55
293.07,136.07,68.69
293.07,146.53,70.02
293.07,157,70.47
293.07,167.47,70.03
293.07,177.93,68.72
293.07,188.4,66.59
293.07,198.87,63.73
293.07,209.33,60.27
293.07,219.8,56.37
293.07,230.27,52.19
293.07,240.73,47.91
293.07,251.2,43.72
293.07,261.67,39.81
293.07,272.13,36.34
293.07,282.6,33.47
293.07,293.07,31.32
293.07,303.53,29.99
293.07,314,29.53
303.53,0,39.45
303.53,10.47,39.68
303.53,20.93,40.36
303.53,31.4,41.47
303.53,41.87,42.94
303.53,52.33,44.72
303.53,62.8,46.73
303.53,73.27,48.89
303.53,83.73,51.09
303.53,94.2,53.25
303.53,104.67,55.26
303.53,115.13,57.05
303.53,125.6,58.52
303.53,136.07,59.63
303.53,146.53,60.31
303.53,157,60.55
303.53,167.47,60.32
303.53,177.93,59.64
303.53,188.4,58.54
303.53,198.87,57.07
303.53,209.33,55.29
303.53,219.8,53.28
303.53,230.27,51.13
303.53,240.73,48.92
303.53,251.2,46.77
303.53,261.67,44.75
303.53,272.13,42.96
303.53,282.6,41.49
303.53,293.07,40.38
303.53,303.53,39.69
303.53,314,39.45
314,0,49.84
314,10.47,49.84
314,20.93,49.85
314,31.4,49.87
314,41.87,49.89
314,52.33,49.92
314,62.8,49.95
314,73.27,49.98
314,83.73,50.02
314,94.2,50.05
314,104.67,50.08
314,115.13,50.11
314,125.6,50.13
314,136.07,50.15
314,146.53,50.16
314,157,50.16
314,167.47,50.16
314,177.93,50.15
314,188.4,50.13
314,198.87,50.11
314,209.33,50.08
314,219.8,50.05
314,230.27,50.02
314,240.73,49.98
314,251.2,49.95
314,261.67,49.92
314,272.13,49.89
314,282.6,49.87
314,293.07,49.85
314,303.53,49.84
314,314,49.84
